301,1,2000,1,1,40,5,0,74,24,75,115,-30,-40,38,115,0,0,0,0,0,0,100,80,150,0,21,100,22,42,100,0,0,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,1,2000,1,2,70,9,1,74,24,75,115,-30,-40,38,115,0,0,0,0,0,0,100,80,130,0,21,120,22,42,100,0,0,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,1,2000,1,3,120,14,2,74,24,75,115,-30,-40,38,115,0,0,0,0,0,0,100,80,130,0,21,120,22,42,100,0,0,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1,2000,1,4,160,20,3,74,24,75,115,-30,-40,38,115,0,0,0,0,0,0,100,80,110,0,21,120,22,42,100,0,0,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1,2000,1,5,220,30,5,74,24,75,115,-30,-40,38,115,0,0,0,0,0,0,100,80,100,0,21,120,22,42,100,0,0,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1,2000,2,2,60,5,1,85,0,75,138,-30,-40,60,115,0,0,0,0,0,0,122,80,100,0,20,100,21,31,100,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1,2000,2,3,100,10,2,85,0,75,138,-30,-40,60,115,0,0,0,0,0,0,122,80,90,0,20,100,21,31,100,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,1,2000,2,4,140,15,3,85,0,75,138,-30,-40,60,115,0,0,0,0,0,0,122,80,90,0,20,100,21,31,100,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,1,2000,2,5,180,20,4,85,0,75,138,-30,-40,60,115,0,0,0,0,0,0,122,80,80,0,20,100,21,31,100,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1,2000,2,6,230,25,5,85,0,75,138,-30,-40,60,115,0,0,0,0,0,0,122,80,70,0,20,100,21,31,100,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1,3000,3,1,50,3,1,65,0,75,0,-30,-40,45,115,0,0,0,0,0,0,122,80,100,0,14,100,15,25,50,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,3000,3,1,85,6,3,65,0,75,0,-30,-40,45,115,0,0,0,0,0,0,122,80,100,0,14,100,15,25,50,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,3000,3,2,120,8,4,65,0,75,0,-30,-40,45,115,0,0,0,0,0,0,122,80,100,0,14,100,15,25,50,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1,3000,3,2,160,10,5,65,0,75,0,-30,-40,45,115,0,0,0,0,0,0,122,80,100,0,14,100,15,25,50,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,1,3000,3,3,230,13,6,65,0,75,0,-30,-40,45,115,0,0,0,0,0,0,122,80,100,0,14,100,15,25,50,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2,1500,4,1,40,4,1,95,40,70,103,0,-40,0,0,1,1,1,0,0,0,140,90,100,0,7,80,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2,1500,4,2,65,8,2,95,40,70,103,0,-40,0,0,1,1,2,0,0,0,140,90,100,0,7,80,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2,1500,4,3,100,11,3,95,40,70,103,0,-40,0,0,1,2,40,0,0,0,140,90,100,0,7,80,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2,1500,4,4,130,14,4,95,40,70,103,0,-40,0,0,1,2,60,0,0,0,140,90,100,0,7,80,28,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2,1500,4,4,160,20,5,95,40,70,103,0,-40,0,0,1,2,100,0,0,0,140,90,100,0,7,80,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,2,2000,5,1,40,9,0,147,60,130,100,-10,-40,0,0,2,15,0,0,0,0,215,103,130,0,7,80,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2,2000,5,1,60,15,2,147,60,130,100,-10,-40,0,0,2,30,0,0,0,0,215,103,100,0,7,100,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2,2000,5,1,80,20,3,147,60,130,100,-10,-40,0,0,2,45,0,0,0,0,215,103,100,0,7,50,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,2,2000,5,2,100,25,3,147,60,130,100,-10,-40,0,0,2,60,0,0,0,0,215,103,100,0,7,100,36,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,2,2000,5,3,130,30,3,147,60,130,100,-10,-40,0,0,2,80,0,0,0,0,215,103,100,0,7,100,45,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
